Nombre,Region,CUT_Reg,Provincia,CUT_provin,Comuna,CUT_comuna,Categoria_,SUP_M2,T__HOGARES,SUP_km,xcoord,ycoord
Los Lancheros del Bongo (sector 1),Valparaíso,"5",Valparaíso,"51",Valparaíso,"5101",Urbano,25014.93445580000,"128",0.02501492826,-71.6506049121434,-33.056226873828
Newell Kallfu,Coquimbo,"4",Elqui,"41",Coquimbo,"4102",Rural,14569.23721780000,"26",0.01456923945,-71.3533399886425,-29.9508832891375
El Remanso,Coquimbo,"4",Elqui,"41",Coquimbo,"4102",Rural,22037.42752670000,"59",0.02203742586,-71.3533003703758,-29.9522187876404
Los Changos,Coquimbo,"4",Elqui,"41",Coquimbo,"4102",Urbano,125686.87576800000,"182",0.12568686478,-71.3507063877699,-29.9449455992034
Villa Francia,Coquimbo,"4",Elqui,"41",Vicuña,"4106",Rural,18821.58699460000,"36",0.01882158589,-70.6977832549096,-30.021884250761
Nuevo Consuelo Alto,Coquimbo,"4",Choapa,"42",Salamanca,"4204",Rural,106730.88196499999,"113",0.10673087551,-70.9543046817915,-31.7749113958453
Nueva Costanera Choapa,Coquimbo,"4",Choapa,"42",Salamanca,"4204",Urbano,18508.66468580000,"39",0.01850866060,-70.969896016071,-31.7848105539457
Sector Cuiñibal,Biobío,"8",Biobío,"83",Los Ángeles,"8301",Rural,59136.35126620000,"41",0.05913636608,-72.2287795106365,-37.5344910265978
Canchas Las Violetas,Biobío,"8",Biobío,"83",Los Ángeles,"8301",Urbano,3769.10450864000,"11",0.00376910830,-72.1398457438419,-37.4516172370933
Alto San Miguel,Biobío,"8",Biobío,"83",Los Ángeles,"8301",Rural,18894.06397400000,"17",0.01889406708,-72.297709646333,-37.4938607193983
Pueblo Hundido,Biobío,"8",Biobío,"83",Alto Biobío,"8314",Urbano,42926.02873140000,"13",0.04292603126,-71.6356305210155,-37.8846367436566
Sector Pangue,Biobío,"8",Biobío,"83",Alto Biobío,"8314",Rural,50409.04108260000,"10",0.05040903253,-71.6169318073555,-37.8963288962537
La Pera,Biobío,"8",Biobío,"83",Tucapel,"8312",Rural,41997.56401110000,"19",0.04199756060,-71.7193516970196,-37.294315843158
Estación Coigüe,Biobío,"8",Biobío,"83",Negrete,"8307",Rural,14533.71469780000,"14",0.01453370777,-72.596704534261,-37.5558284395672
La Esperanza Negrete,Biobío,"8",Biobío,"83",Negrete,"8307",Rural,20162.11024730000,"11",0.02016211056,-72.5913384143551,-37.6243444252632
Puente Calderones Santa Bárbara,Biobío,"8",Biobío,"83",Santa Bárbara,"8311",Rural,18943.69641370000,"8",0.01894369782,-72.1458027004545,-37.5883456832077
By pass Santa Barbara,Biobío,"8",Biobío,"83",Santa Bárbara,"8311",Urbano,2138.59144023000,"7",0.00213858811,-72.0057456978554,-37.6706912703541
"Nueva Esperanza, La Greda",Biobío,"8",Concepción,"81",Penco,"8107",Urbano,4219.05985410000,"18",0.00421905778,-72.9839081052247,-36.7291119095161
Villa El Jazmin,Biobío,"8",Concepción,"81",Penco,"8107",Urbano,8839.64181928000,"26",0.00883964678,-73.0142021014045,-36.7676221397281
Estadio,Biobío,"8",Arauco,"82",Contulmo,"8204",Urbano,6578.00594905000,"9",0.00657800553,-73.23050427837,-38.0073957704967
El Peral,Biobío,"8",Arauco,"82",Contulmo,"8204",Mixto,3921.08326626000,"15",0.00392108585,-73.2320288808168,-38.0265602917701
Hortalizas,Biobío,"8",Arauco,"82",Curanilahue,"8205",Urbano,4724.60118100000,"12",0.00472460326,-73.3557407425364,-37.471683974385
Laguna Cerro verde I,Biobío,"8",Arauco,"82",Curanilahue,"8205",Rural,7119.24437308000,"8",0.00711924708,-73.3340542197768,-37.4701642566921
Laguna Cerro verde II,Biobío,"8",Arauco,"82",Curanilahue,"8205",Rural,13783.27755770000,"15",0.01378328472,-73.3343007416436,-37.4720888437908
Miraflores la Esperanza,Biobío,"8",Arauco,"82",Curanilahue,"8205",Rural,80695.88911980001,"34",0.08069587556,-73.3244634481977,-37.4862432382251
Temuco Chico,Biobío,"8",Arauco,"82",Los Álamos,"8206",Urbano,34444.13363220000,"51",0.03444413755,-73.3931829511669,-37.6627338187566
Ruca Pulafquenche,Biobío,"8",Arauco,"82",Arauco,"8202",Rural,3624.78477488000,"11",0.00362478739,-73.448555186538,-37.2272941007014
21 de Mayo,Biobío,"8",Arauco,"82",Los Álamos,"8206",Urbano,10765.69921440000,"16",0.01076569432,-73.4147280908526,-37.6234187394144
Los Cipreces,Biobío,"8",Arauco,"82",Los Álamos,"8206",Urbano,31170.86254420000,"47",0.03117086742,-73.4180278786178,-37.6175024719982
Pilmaiquén,Biobío,"8",Arauco,"82",Los Álamos,"8206",Mixto,48259.99284020000,"53",0.04825995994,-73.3999700215234,-37.6822741556126
La Posada,Biobío,"8",Concepción,"81",Lota,"8106",Urbano,19327.49284900000,"63",0.01932747947,-73.1432479727947,-37.0960445230481
La Iglesia,Biobío,"8",Concepción,"81",Tomé,"8111",Urbano,2918.37451402000,"13",0.00291837421,-72.9268067575682,-36.5477694718916
Samaritanos,Biobío,"8",Concepción,"81",Tomé,"8111",Urbano,3206.23979273000,"15",0.00320624008,-72.9542989013263,-36.6300645802773
Isla Andalien,Biobío,"8",Concepción,"81",Concepción,"8101",Urbano,2008.99733512000,"11",0.00200899701,-73.0268182785365,-36.8094578582212
Río Andalien,Biobío,"8",Concepción,"81",Concepción,"8101",Urbano,2941.57124364000,"14",0.00294157263,-73.0273424849656,-36.8008960386652
San Francisco,Biobío,"8",Concepción,"81",Concepción,"8101",Urbano,15579.41952210000,"32",0.01557941497,-73.0280151161887,-36.7982586131669
La Puntilla - Cerro Lo Galindo,Biobío,"8",Concepción,"81",Concepción,"8101",Urbano,25147.84202880000,"87",0.02514784122,-73.0435288470633,-36.7960770816065
Alonso Rivera - Línea Férrea,Biobío,"8",Concepción,"81",Concepción,"8101",Urbano,4914.21698660000,"24",0.00491421603,-73.0373707622703,-36.8061929178889
Fray Juan Gallegos,Biobío,"8",Concepción,"81",Concepción,"8101",Urbano,13552.74189100000,"45",0.01355274435,-73.0408065656583,-36.7899059286052
Alto El Pueblito,Biobío,"8",Concepción,"81",Coronel,"8102",Urbano,3663.47637062000,"12",0.00366347406,-73.1404845941065,-37.0551434584861
El Pilón,Biobío,"8",Concepción,"81",Coronel,"8102",Urbano,23564.63809930000,"52",0.02356464259,-73.1304985017813,-37.027218464441
Paso Seco Sur,Biobío,"8",Concepción,"81",Coronel,"8102",Urbano,11042.30022070000,"22",0.01104229978,-73.1577229785119,-37.0012986477519
Villa Louta,Biobío,"8",Concepción,"81",Coronel,"8102",Urbano,11068.47920300000,"28",0.01106847470,-73.1704494948524,-37.0058410869052
El Chiflón,Biobío,"8",Concepción,"81",Coronel,"8102",Urbano,8974.99615926000,"44",0.00897499872,-73.1683442082085,-37.0131265060689
El Guindo,Biobío,"8",Concepción,"81",Talcahuano,"8110",Urbano,6551.55912413000,"18",0.00655155747,-73.1020605371248,-36.7757681598783
Lonconao,Biobío,"8",Concepción,"81",Talcahuano,"8110",Urbano,13074.97354770000,"21",0.01307496864,-73.1326632240398,-36.7144776631106
La Serena Recoleta,Biobío,"8",Concepción,"81",Talcahuano,"8110",Urbano,24638.68718280000,"60",0.02463867962,-73.1262088970825,-36.7167824015956
Vista Hermosa,Biobío,"8",Concepción,"81",Talcahuano,"8110",Urbano,10242.12251900000,"26",0.01024212482,-73.1210815344866,-36.7102236850591
Quiriquina II,Biobío,"8",Concepción,"81",Talcahuano,"8110",Urbano,6482.25715535000,"20",0.00648225916,-73.1166797775517,-36.7371967357857
Toma las Vegas,Biobío,"8",Biobío,"83",Quilleco,"8309",Rural,11827.81820400000,"23",0.01182781969,-71.9795806600595,-37.4756743061802
Las Quilas II,Aysén,"11",Aysén,"112",Aysén,"11201",Urbano,36880.92211170000,"83",0.03688092731,-72.6882085380047,-45.4161716557857
Galpon Municipal,Aysén,"11",Coyhaique,"111",Coyhaique,"11101",Urbano,16262.10375090000,"49",0.01626210234,-72.0632212649257,-45.5861710871368
Errazuriz II,Aysén,"11",Coyhaique,"111",Coyhaique,"11101",Urbano,13473.88964300000,"55",0.01347388939,-72.0454928061121,-45.5825190331546
Nueva Paipote,Atacama,"3",Copiapó,"31",Copiapó,"3101",Urbano,18035.38201010000,"105",0.01803538676,-70.2655659696619,-27.4028598338777
Juntos por un Sueño,Atacama,"3",Copiapó,"31",Copiapó,"3101",Urbano,22337.88077340000,"91",0.02233787168,-70.2676709468247,-27.4072309016507
Fuerza Paipote,Atacama,"3",Copiapó,"31",Copiapó,"3101",Urbano,10946.49429680000,"44",0.01094650114,-70.2701226872953,-27.4103907046617
Villa el Cerro II,Atacama,"3",Copiapó,"31",Copiapó,"3101",Mixto,92772.53233710000,"84",0.09277252324,-70.2882158134216,-27.3926609295418
Villa Las Estrellas,Atacama,"3",Copiapó,"31",Copiapó,"3101",Urbano,29724.14458550000,"79",0.02972414315,-70.3008482496531,-27.3735093564987
Villa El Sol,Atacama,"3",Copiapó,"31",Copiapó,"3101",Urbano,5382.99844554000,"25",0.00538300127,-70.3085771972912,-27.3667364099608
Borgoño Vista Hermosa,Atacama,"3",Copiapó,"31",Copiapó,"3101",Urbano,15571.32480130000,"26",0.01557132450,-70.3421145628952,-27.3510117819542
12 de Octubre - Villa esfuerzo,Atacama,"3",Copiapó,"31",Copiapó,"3101",Urbano,4448.88069930000,"12",0.00444888038,-70.3201422739215,-27.3569600514677
La Rinconada,Atacama,"3",Chañaral,"32",Chañaral,"3201",Urbano,10483.27066980000,"23",0.01048327407,-70.6175835699449,-26.333264715184
Víctor Jara,Atacama,"3",Chañaral,"32",Chañaral,"3201",Urbano,2435.13110366000,"8",0.00243513171,-70.605185752915,-26.3353358406848
Futuro Unido,Atacama,"3",Chañaral,"32",Chañaral,"3201",Urbano,3085.36156687000,"14",0.00308535529,-70.606206764714,-26.3354882093188
Un Sitio Para Nuestra Familia,Atacama,"3",Chañaral,"32",Chañaral,"3201",Urbano,8507.36414242000,"16",0.00850735910,-70.6108675751988,-26.3439164969791
La Nueva Esperanza,Atacama,"3",Chañaral,"32",Chañaral,"3201",Urbano,16803.89845910000,"35",0.01680390081,-70.6108663667967,-26.3514484019455
Nuevo Renacer,Atacama,"3",Chañaral,"32",Diego de Almagro,"3202",Urbano,4931.65904388000,"17",0.00493165802,-70.0340071828074,-26.3898935256717
Caminando Juntos - Villa Stone,Atacama,"3",Chañaral,"32",Diego de Almagro,"3202",Urbano,2271.48389210000,"15",0.00227148546,-70.0493117082686,-26.3850662443724
Hay Vida en el Desierto,Atacama,"3",Chañaral,"32",Diego de Almagro,"3202",Urbano,12168.94122920000,"31",0.01216893834,-70.0488852574417,-26.3838716094115
Villa 17 de Agosto,Atacama,"3",Chañaral,"32",Diego de Almagro,"3202",Urbano,24582.21913430000,"66",0.02458222375,-70.0445260983244,-26.3834198753551
Cerro la Antena - Villa Latina,Atacama,"3",Chañaral,"32",Diego de Almagro,"3202",Urbano,30322.27289430000,"47",0.03032226685,-70.04649891777,-26.3827983969606
Perales Viejos,Atacama,"3",Huasco,"33",Vallenar,"3301",Rural,29100.94861880000,"46",0.02910094508,-70.8108494942991,-28.5611753677883
Villa Cordillera,Atacama,"3",Huasco,"33",Vallenar,"3301",Urbano,11466.36905910000,"30",0.01146636837,-70.7392889835647,-28.5912828131374
Quebrada Pablo Neruda,Atacama,"3",Copiapó,"31",Copiapó,"3101",Urbano,12490.17657130000,"28",0.01249018025,-70.3098559582946,-27.3676379680114
Mirador La Colina,Atacama,"3",Copiapó,"31",Copiapó,"3101",Urbano,7945.83006666000,"30",0.00794583050,-70.3286281294921,-27.3570552401455
Esperanza Juvenil,Atacama,"3",Copiapó,"31",Copiapó,"3101",Rural,8688.61632203000,"44",0.00868861543,-70.3098868858337,-27.3541764477299
Antiguo Tiltil bajo,Atacama,"3",Copiapó,"31",Copiapó,"3101",Urbano,1994.47038663000,"43",0.00199447057,-70.3076363276108,-27.3781963327699
Nueva América,Atacama,"3",Copiapó,"31",Copiapó,"3101",Rural,14972.73334770000,"61",0.01497273046,-70.3093212578326,-27.3516343921585
Altamira,Atacama,"3",Copiapó,"31",Copiapó,"3101",Rural,36944.19695040000,"152",0.03694419225,-70.3086617199949,-27.3532394452339
La Nueva Luz,Atacama,"3",Copiapó,"31",Copiapó,"3101",Rural,14009.09440160000,"59",0.01400909493,-70.3074425838383,-27.3522249141806
Bellavista,Atacama,"3",Copiapó,"31",Copiapó,"3101",Rural,11528.65399380000,"51",0.01152865167,-70.3081031081038,-27.3516064698776
Villa la Granja,Atacama,"3",Copiapó,"31",Copiapó,"3101",Rural,4904.16522037000,"19",0.00490416531,-70.3100715141692,-27.3526072836188
Fraternidad,Atacama,"3",Copiapó,"31",Copiapó,"3101",Rural,50465.97367270000,"179",0.05046597636,-70.3071939294858,-27.3503750616932
El Toqui,Atacama,"3",Copiapó,"31",Copiapó,"3101",Rural,5624.89337255000,"26",0.00562489280,-70.3117623915092,-27.3536278539129
Nueva Generación,Atacama,"3",Copiapó,"31",Copiapó,"3101",Rural,4832.40824058000,"24",0.00483240391,-70.3112720560252,-27.3542229440335
Villa Arauco IV,Atacama,"3",Copiapó,"31",Copiapó,"3101",Rural,10691.50659240000,"49",0.01069150433,-70.3109333960606,-27.3534408320635
Los Gavilanes,Atacama,"3",Copiapó,"31",Copiapó,"3101",Rural,27446.95210940000,"121",0.02744695616,-70.3095502649219,-27.3509878219984
Esperanza la Pergola,Atacama,"3",Copiapó,"31",Copiapó,"3101",Mixto,9442.72030818000,"43",0.00944271805,-70.3126826796779,-27.353407817412
Comunidad Tabaleña,Atacama,"3",Copiapó,"31",Copiapó,"3101",Rural,4325.92129675000,"16",0.00432591847,-70.3118497194535,-27.3527913985
Alto Copiapó,Atacama,"3",Copiapó,"31",Copiapó,"3101",Rural,10149.60029420000,"45",0.01014960091,-70.3114248446598,-27.352067913519
Polígono 19,Atacama,"3",Copiapó,"31",Copiapó,"3101",Rural,17542.98278150000,"58",0.01754298419,-70.3095538199117,-27.3501877758826
6 de Agosto,Atacama,"3",Copiapó,"31",Copiapó,"3101",Rural,2957.29958039000,"21",0.00295729753,-70.3128666981662,-27.3518973440606
Las Naciones,Atacama,"3",Copiapó,"31",Copiapó,"3101",Rural,4394.53372806000,"28",0.00439453630,-70.312462568063,-27.352507677406
15 de Febrero,Atacama,"3",Copiapó,"31",Copiapó,"3101",Rural,3440.74264962000,"16",0.00344074389,-70.3123509278925,-27.3519338559666
Nuevo Tiltil Bajo,Atacama,"3",Copiapó,"31",Copiapó,"3101",Urbano,3489.39771679000,"26",0.00348939495,-70.3078449165688,-27.3792940515205
Tiltil Bajo,Atacama,"3",Copiapó,"31",Copiapó,"3101",Urbano,10636.03381650000,"11",0.01063603191,-70.3055265677102,-27.3777337002245
San Antonio,Atacama,"3",Copiapó,"31",Tierra Amarilla,"3103",Rural,50023.22099710000,"55",0.05002319978,-70.0497786532771,-27.884660075156
Cartavio Sin Fronteras,Atacama,"3",Copiapó,"31",Copiapó,"3101",Urbano,44135.62115100000,"128",0.04413562121,-70.3303238777329,-27.35070554148
Alto Mirador,Atacama,"3",Copiapó,"31",Copiapó,"3101",Rural,18407.79309290000,"47",0.01840779619,-70.3073563998452,-27.3555736493596
Las Lomitas I,Atacama,"3",Copiapó,"31",Copiapó,"3101",Mixto,12050.40082620000,"39",0.01205039865,-70.3085924477956,-27.3560692898748
Las Lomitas II,Atacama,"3",Copiapó,"31",Copiapó,"3101",Rural,30132.30199410000,"91",0.03013229610,-70.3059345103389,-27.3537092923083
Colonias Extranjeras,Atacama,"3",Copiapó,"31",Copiapó,"3101",Rural,21596.31911280000,"59",0.02159631108,-70.3047951324637,-27.3591246282561
Nuevo Horizonte,Atacama,"3",Copiapó,"31",Copiapó,"3101",Rural,18170.26355010000,"71",0.01817026412,-70.3041184852679,-27.359960219738
Alto Las Colonias,Atacama,"3",Copiapó,"31",Copiapó,"3101",Rural,6986.10462175000,"25",0.00698610432,-70.3063950093628,-27.3570974579942
Picachos Negros,Atacama,"3",Huasco,"33",Huasco,"3304",Urbano,15858.56844610000,"20",0.01585857293,-71.2152672535072,-28.4694147564808
Nueva Generación,Atacama,"3",Huasco,"33",Huasco,"3304",Urbano,23638.19844250000,"42",0.02363819293,-71.2262178597276,-28.4708310110515
Un sueño por Cumplir,Atacama,"3",Copiapó,"31",Copiapó,"3101",Mixto,3487.37442858000,"20",0.00348737316,-70.3102794881054,-27.3550256721201
Esperanza 2001,Arica y Parinacota,"15",Arica,"151",Arica,"15101",Urbano,10975.20858920000,"59",0.01097521115,-70.2850380384607,-18.4940532618904
Bajo El Pedregal,Arica y Parinacota,"15",Arica,"151",Arica,"15101",Rural,10773.45901650000,"15",0.01077346041,-70.2812921707715,-18.5001269853317
Costanera Queule,La Araucanía,"9",Cautín,"91",Toltén,"9118",Urbano,2042.11934905000,"13",0.00204211856,-73.2076193338679,-39.3973628709423
Paz y Progreso,La Araucanía,"9",Cautín,"91",Toltén,"9118",Urbano,27168.11081270000,"27",0.02716811262,-73.1981237715341,-39.3942666960307
Mi Gran Sueño,La Araucanía,"9",Malleco,"92",Collipulli,"9202",Urbano,8321.56585870000,"16",0.00832156081,-72.4187272238122,-37.9507967009898
Comunidad Indigena Urbana Wenehuen,La Araucanía,"9",Malleco,"92",Collipulli,"9202",Urbano,11234.58629340000,"0",0.01123457988,-72.4164433234872,-37.9537831288584
Nuestro Esfuerzo (Millaray),La Araucanía,"9",Malleco,"92",Collipulli,"9202",Urbano,14181.02890870000,"39",0.01418102381,-72.4379480842877,-37.9485173926753
Los Pinos,La Araucanía,"9",Malleco,"92",Collipulli,"9202",Urbano,2827.54798771000,"11",0.00282754695,-72.4414078369272,-37.9478719157909
Grupo No Organizado,La Araucanía,"9",Malleco,"92",Collipulli,"9202",Urbano,38863.28779430000,"19",0.03886330412,-72.4486997057802,-37.9496756573473
Línea Férrea Diego Portales,La Araucanía,"9",Cautín,"91",Nueva Imperial,"9111",Urbano,2635.11265067000,"8",0.00263511008,-72.9453032552354,-38.7440631665847
Línea Férrea Siempre Viva,La Araucanía,"9",Cautín,"91",Nueva Imperial,"9111",Rural,4917.55429033000,"14",0.00491754884,-72.9620684182286,-38.7448076236189
San Francisco,La Araucanía,"9",Cautín,"91",Carahue,"9102",Urbano,4211.72785757000,"14",0.00421172612,-73.1512983131224,-38.7131797732065
Linea Ferrea,La Araucanía,"9",Malleco,"92",Los Sauces,"9206",Urbano,7822.71882668000,"9",0.00782271899,-72.8304540571551,-37.9795156644358
Campamento Gitano,La Araucanía,"9",Malleco,"92",Angol,"9201",Urbano,9861.61365829000,"22",0.00986161577,-72.6680827536913,-37.8165443516644
Los Rieles (Gabriela Mistral),La Araucanía,"9",Malleco,"92",Angol,"9201",Urbano,12450.31461390000,"25",0.01245031268,-72.702532413773,-37.8094187686444
Recinto Estación,La Araucanía,"9",Malleco,"92",Purén,"9208",Rural,52071.69445150000,"33",0.05207169793,-73.0787938084874,-38.0303065027451
9 Oriente,La Araucanía,"9",Malleco,"92",Curacuatín,"9203",Urbano,2864.48721491000,"10",0.00286448766,-71.8715608801996,-38.4394268282402
La Construcción,La Araucanía,"9",Cautín,"91",Freire,"9105",Rural,10173.22790080000,"15",0.01017323293,-72.6296001881726,-38.9529519525318
Reigolil,La Araucanía,"9",Cautín,"91",Curarrehue,"9104",Rural,22684.22547470000,"18",0.02268421993,-71.473363216668,-39.116702485982
America Unida (macro campamento Balmaceda),Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,23709.46408170000,"18",0.02370945426,-70.3705241414509,-23.6018996584039
EcuaChilePe (macro campamento Balmaceda),Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,23593.62463430000,"289",0.02359362320,-70.3714846676968,-23.6021324907923
Futuro Antofagasta (macro campamento Balmaceda),Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,12020.26918610000,"115",0.00843560408,-70.3717038155767,-23.5971561632181
Irarrazabal Etapa I (macrocampamento Balmaceda),Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,9650.52701213000,"55",0.00965052271,-70.3716280029448,-23.6045697007685
Mujeres Emprendedoras (macro campamento Balmaceda),Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,3847.28146723000,"79",0.00612919762,-70.3715298990277,-23.5986659302768
Mujeres Unidas II (macro campamento Balmaceda),Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,1357.65082018000,"9",0.00135764899,-70.3713637025058,-23.5950393861644
Pantaleon Cortés (macrocampamento Balmaceda),Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,8442.15313540000,"91",0.00844215242,-70.3719988647056,-23.6012771103447
Un Techo para mi pueblo latino (macro campamento Balmaceda),Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,74834.30811590000,"599",0.07476330758,-70.3708039414336,-23.599502212779
Villa Esperanza (Macro campamento Balmaceda),Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,6948.23984545000,"147",0.00694823864,-70.3717416973537,-23.5956460447973
La Quebrada (macro Campamento La Chimba),Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,9562.71990958000,"75",0.00956271980,-70.3834062015569,-23.5451775536312
Luz Divina VI (macro Campamento La Chimba),Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,9944.07658669000,"101",0.00994408040,-70.3846003902231,-23.543652211426
Sol Saliente,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,16509.67428640000,"79",0.01650969631,-70.3843163109858,-23.540633542991
El Bosque,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,21065.96443930000,"245",0.02106596352,-70.37526508335,-23.5817153659603
Eulogio Gordo,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,7187.85925838000,"93",0.00718785716,-70.3761932125703,-23.5826640869283
Nuevo Amanecer Latino,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,4531.70314685000,"44",0.00453170346,-70.3734423883977,-23.5810891606966
Rayito de Sol,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,4864.16531015000,"34",0.00486416510,-70.374317009345,-23.5800998031616
Rayito Esperanza,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,9052.76460413000,"116",0.00905276885,-70.3732235471798,-23.5804087869561
Jardín del Norte,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,20791.73451130000,"244",0.02079173583,-70.3744316579592,-23.5807842953191
Villa El Sol,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,19306.23780180000,"262",0.01930623764,-70.3759956873028,-23.5812324663687
20 de Julio,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,8725.93807224000,"79",0.00854441671,-70.389610324692,-23.6700155627081
Flor de Chile,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,11915.77318310000,"74",0.01191577754,-70.3903973549965,-23.6690941918283
Franja Esperanza,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,13152.31621630000,"86",0.01315231954,-70.3912778174804,-23.6682182785156
Los 33,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,3470.28925824000,"38",0.00292496355,-70.3893497220682,-23.6703123193079
Nuevo Amanecer del Desierto,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,12402.08950610000,"78",0.01220977990,-70.38959073827,-23.6695542215601
Sector 1,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,32510.98115290000,"210",0.03251098165,-70.3920560929004,-23.6688528045873
Villa Constancia II,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,30781.45323750000,"13",0.03069436604,-70.3886427898618,-23.6685672471218
18 de Septiembre II,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,5247.75283687000,"24",0.00524775590,-70.3735366824883,-23.6269502672124
Alto Las Cruces,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,5583.34526945000,"38",0.00558334391,-70.3760000728095,-23.6142446876982
Altos de Sucre,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,2269.02667187000,"23",0.00226902700,-70.3865850897151,-23.6569660283681
Altos del Salar,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,2755.37966706000,"32",0.00275538224,-70.3746807803389,-23.6299990888509
Arca de La Alianza,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,2775.05035016000,"18",0.00277504973,-70.3799221894821,-23.6355902286687
Arian Coni,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,4077.33602281000,"26",0.00407733604,-70.3716536974225,-23.6168962377141
Betzabet,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,6811.44015292000,"47",0.00681144288,-70.3802948253675,-23.6362993680103
Camino Al Futuro,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,11728.04956630000,"82",0.01172805700,-70.3725484354488,-23.6204434747773
Chilenos Por Un Sueño,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,3771.73859323000,"37",0.00377173879,-70.3862501871882,-23.6569753665476
Coloso,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,7616.88149379000,"36",0.00761688322,-70.4614539776974,-23.761367688812
Familias Unidas,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,3187.11622740000,"23",0.00318711680,-70.3965975599439,-23.6703892107114
Fénix,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,10688.10091870000,"75",0.01068809942,-70.3886929542486,-23.6658532999694
Francis,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,3803.81200597000,"49",0.00380381116,-70.3741698878162,-23.6065775361533
Fuerza Esmeralda,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,1531.72818697000,"16",0.00153172694,-70.3944929340539,-23.6676815746799
Genesis II,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,31706.19325660000,"210",0.03170619884,-70.376358306413,-23.6104651389822
Genesis I,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,4065.23812317000,"23",0.00406523453,-70.3769732110673,-23.6100828226241
Hijos de La Covadonga,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,13562.45712020000,"86",0.01356245632,-70.3954124236267,-23.6698664148689
Srael,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,13351.94434480000,"73",0.01335194031,-70.3806294462994,-23.6357154557256
La Escuelita,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,5467.58278612000,"50",0.00546757268,-70.3742853095554,-23.6146033213382
Mirador La Portada,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,16497.65536800000,"76",0.01649765880,-70.3880499573626,-23.6634767963061
Moisés,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,13682.19587730000,"77",0.01368220194,-70.3809694869806,-23.6379610026404
Parque Juan López,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,3419.27117035000,"18",0.00341926925,-70.3876100871458,-23.5680424502105
Quebrada Riquelme,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,5334.89304879000,"39",0.00533489374,-70.3838293501457,-23.6526243701476
René Schneider,Antofagasta,"2",Antofagasta,"21",Antofagasta,"2101",Urbano,21436.81530570000,"94",0.02143680779,-70.3823017430762,-23.6476538262181
